0, 44, 34, 81472, 95880, 19104, 19244, 6197, 31838, 10809, 1909
0, 44, 56, 1833616, 273115, 111802, 226273, 20312, 51004, 29637, 11323
0, 43, 78, 1199242, 235082, 92290, 163254, 37962, 36738, 55725, 3189
0, 54, 83, 207994, 40026, 8400, 24072, 2491, 31560, 2444, 1235
26, 54, 83, 1782410, 72051, 72903, 44765, 35602, 20794, 19610, 5559
0, 43, 100, 764692, 206154, 70450, 269046, 12319, 23392, 35214, 6102
0, 44, 96, 278136, 196591, 21267, 150070, 31137, 37817, 14712, 10470
0, 44, 60, 1463926, 602626, 20619, 107736, 18097, 51043, 15056, 4827
26, 44, 60, 141664, 74216, 1655, 19543, 2729, 28080, 2444, 629
26, 44, 60, 1300124, 193210, 39952, 92037, 29573, 51936, 33096, 5809
26, 44, 60, 31266, 41322, 8906, 20944, 2743, 4528, 1906, 668
26, 44, 60, 532432, 76039, 26841, 54255, 10009, 20309, 17904, 7570
26, 44, 60, 1006548, 282952, 40945, 93580, 40730, 30018, 17829, 12738
26, 44, 60, 1107919, 85849, 58567, 65491, 60383, 44768, 32921, 11696
26, 44, 60, 1367022, 411598, 69317, 404088, 46589, 148916, 81090, 18878
26, 44, 60, 2447411, 280872, 8464, 517367, 9045, 93463, 102256, 11602
26, 44, 60, 471639, 56092, 6932, 123438, 77160, 45687, 13621, 17054
26, 44, 60, 102769, 210667, 41864, 96388, 20194, 20802, 14746, 18295
26, 44, 60, 131736, 126581, 14629, 100432, 15549, 18943, 9070, 3788
26, 44, 60, 12966, 30796, 1006, 41317, 1855, 9305, 6139, 1114
26, 44, 60, 1846427, 1067036, 139225, 145743, 23967, 117488, 84306, 30589
26, 44, 60, 361724, 61890, 161841, 41565, 10634, 68840, 60860, 75928
51, 44, 60, 484456, 420125, 155262, 128973, 165244, 105510, 73902, 76557
51, 44, 60, 893106, 424074, 85620, 245958, 193566, 177416, 80084, 114855
51, 44, 60, 1784000, 250639, 88866, 138587, 143846, 112130, 31981, 25339
51, 44, 60, 437861, 68847, 3576, 9819, 36153, 76008, 19211, 18945
51, 44, 60, 1041414, 1569181, 180337, 364926, 516234, 450707, 596250, 427209
26, 44, 60, 1019066, 356592, 196099, 82824, 251123, 355204, 178933, 98115
51, 44, 60, 1456119, 244559, 56556, 73451, 63920, 121522, 20325, 14643
51, 44, 60, 15406, 63109, 102509, 29642, 42859, 15489, 15482, 6636
51, 44, 60, 683083, 300799, 44090, 104535, 179764, 217232, 224082, 70046
51, 44, 60, 855653, 467925, 211656, 87705, 250414, 146035, 154574, 222755
51, 44, 60, 484823, 733391, 1156802, 634317, 489769, 873780, 422451, 198447
51, 44, 60, 623138, 190884, 129213, 64942, 405529, 141160, 206873, 226958
51, 0, 0, 793475, 224036, 27000, 113007, 104569, 159322, 189697, 83779
51, 0, 0, 238777, 52832, 16014, 50995, 45125, 58362, 70555, 15950
51, 0, 0, 2006298, 357917, 71028, 69973, 218893, 120634, 195783, 103708
51, 0, 0, 1389846, 316556, 288280, 117180, 403603, 294208, 116902, 88162
51, 0, 0, 1096223, 434338, 242186, 149896, 264173, 276487, 165598, 73608
51, 0, 0, 506583, 253281, 123572, 88412, 456163, 197812, 114823, 92798
51, 0, 0, 615878, 296932, 139207, 252866, 199545, 287978, 108966, 81970
51, 0, 0, 384090, 272508, 163671, 113285, 108970, 148410, 220640, 160992
51, 0, 0, 90160, 490739, 354608, 64892, 62216, 130000, 268947, 56353
51, 0, 0, 936986, 378890, 44718, 201291, 163338, 176200, 129400, 66927
51, 0, 0, 57310, 17969, 24034, 15081, 39767, 41119, 36646, 27813
51, 0, 0, 661573, 392062, 357231, 165672, 59616, 104225, 137093, 79744
51, 0, 0, 1865620, 789672, 235653, 164065, 96146, 187517, 110121, 75740
51, 0, 0, 693800, 382771, 948487, 88549, 194243, 790865, 1137056, 420394
51, 0, 0, 106291, 56728, 26944, 36993, 136715, 23912, 23777, 17786
51, 0, 0, 339834, 449063, 190074, 93087, 124546, 114539, 125625, 61652
51, 0, 0, 466341, 1251509, 134120, 186247, 170238, 135450, 68601, 70997
51, 0, 0, 399297, 533338, 376481, 54009, 355871, 281434, 257065, 90667
51, 0, 0, 3303919, 758150, 255812, 233147, 572493, 572041, 431841, 511560
51, 0, 0, 763945, 960596, 438138, 151062, 291656, 485741, 597684, 225772
51, 0, 0, 1175319, 293694, 149540, 289657, 162383, 112985, 157876, 97113
51, 0, 0, 1685611, 238198, 115459, 164027, 244465, 226444, 152662, 118149
51, 0, 0, 258215, 1109668, 222789, 167858, 214663, 127597, 182360, 107018
51, 0, 0, 369532, 392565, 133606, 316682, 141732, 144486, 159934, 130988
51, 0, 0, 373872, 454622, 57066, 210381, 101389, 223570, 133170, 102934
51, 0, 0, 299069, 81922, 23037, 43162, 36082, 26973, 26814, 40836
51, 0, 0, 470628, 205821, 69736, 60427, 193798, 279102, 109140, 57099
51, 0, 0, 308106, 697395, 50664, 10767, 110078, 258530, 72917, 126315
51, 0, 0, 761525, 245135, 38496, 37529, 132160, 76683, 147851, 65476
51, 0, 0, 595091, 41244, 28531, 3571, 6535, 13101, 11493, 5680
51, 0, 0, 930479, 902195, 749958, 475705, 655126, 795270, 713028, 714309
